# REV = 1

# PAC CONTROL TAG DATABASE DUMP
# ----------------------------------------------------------------
# NAME :         C:\Users\Digester\Documents\Emmanuel\Shed\Shed.idb
# VERSION :      R9.6b
# TIME/DATE :    15:27:17 3/12/2018
# 
# INSTRUCTIONS : This file gets written with the corresponding IDB file.
#                It is not read by PAC Control. It may be used by other programs to 
#                get basic information about the tag database.
#                
#                Each tag (e.g. variables, I/O units and points, charts, etc.) is 
#                listed here. 
#                
#                More columns or tag types (e.g. TAG2) may be added in the future.
#                
#                
# BITMASK INFO:  Here is the list of bitmasks used by PAC Control.
#                More than one bit may be set for a given tag. Currently, the only types
#                that can have more than one bit set at a time are digital points with 
#                features (e.g. digital input with counter) or a pointer.
#                
#                BITMASK 0
#                -------------------------------------------
#                DIN_SMART                        0x40000000
#                DIN_COUNTER                      0x00000001
#                DIN_COUNTER_QUADRATURE           0x00000002
#                DOUT_SMART                       0x10000000
#                DOUT_TPO                         0x00010000
#                DIN_ON_PULSE_MEAS                0x00000010
#                DIN_OFF_PULSE_MEAS               0x00000020
#                DIN_FREQUENCY                    0x00000040
#                DIN_PERIOD                       0x00000080
#                DIN_ON_TIME_TOTALIZER            0x00000100
#                DIN_OFF_TIME_TOTALIZER           0x00000200
#                
#                BITMASK 1
#                -------------------------------------------
#                AIN                              0x00000001
#                AOUT                             0x00000002
#                PID_LOOP    (mistic)             0x00000200
#                PID_LOOP_2  (OptoMMP)            0x00000004
#                DIGITAL_EVENT_REACTION           0x00000008
#                ANALOG_EVENT_REACTION            0x00000010
#                EVENT_REACTION_GROUP             0x00000080
#                CHART                            0x00000100
#                
#                BITMASK 2
#                -------------------------------------------
#                BOARD_G4EB2                      0x00000001
#                BOARD_SMART_DIGITAL              0x00000002
#                BOARD_REMOTE_SIMPLE_DIGITAL      0x00000004
#                BOARD_SMART_ANALOG               0x00000008
#                BOARD_SMART_ANALOG_B200          0x00001000
#                BOARD_SMART_DIGITAL_SNAP         0x00002000
#                BOARD_SMART_ANALOG_SNAP          0x00004000
#                BOARD_SMART_DIGITAL_B100         0X00010000
#                BOARD_REMOTE_SIMPLE_DIGITAL_SNAP 0X00020000
#                BOARD_DIGITAL_SNAP_64            0x00040000
#                BOARD_MIXED_SNAP_64              0x00080000
#                BOARD_DIGITAL_SNAP_UIO_64        0x00100000
#                BOARD_MIXED_SNAP_UIO_64          0x00200000
#                BOARD_MIXED_SNAP_UIO_AD64        0x00400000
#                BOARD_MIXED_SNAP_SIO_AD64        0x00800000
#                BOARD_SNAP_PAC_R1                0x10000000
#                BOARD_SNAP_PAC_R2                0x20000000
#                BOARD_GENERIC_OPTOMMP            0x40000000
#                BOARD_SNAP_PAC_R1_B              0x80000000
#                BOARD_SNAP_PAC_EB1               0x00000010
#                BOARD_SNAP_PAC_EB2               0x00000020
#                BOARD_SNAP_PAC_SB1               0x00000100
#                BOARD_SNAP_PAC_SB2               0x00000200
#                BOARD_E1                         0x01000000
#                BOARD_E2                         0x02000000
# 
#                BITMASK 3
#                -------------------------------------------
#                VARIABLE_INTEGER                 0x00000008
#                VARIABLE_FLOAT                   0x00000010
#                VARIABLE_TIMER                   0x00000020
#                VARIABLE_STRING                  0x00000040
#                VARIABLE_POINTER                 0x80000000
#                TABLE_INTEGER                    0x00000100
#                TABLE_FLOAT                      0x00000200
#                TABLE_STRING                     0x00000800
#                TABLE_POINTER                    0x00001000
#                VARIABLE_UP_TIMER                0X00002000
#                VARIABLE_INTEGER_64              0X00004000
#                TABLE_INTEGER_64                 0X00010000
#                TABLE_NULL                       0X00020000
#                VARIABLE_STREAM                  0x00040000




#  (Please note that the TAG1 definition may have columns added in the future.
#   Any new columns will be added to the right of the existing ones.)
#   This file should be parsed accordingly.)

# TAG1,NAME,ID,BITMASK_0,BITMASK_1,BITMASK_2,BITMASK_3,TABLE_LENGTH,STRING_WIDTH

TAG1,F5_pulses                                         ,54   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,F6_day                                            ,27   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,F6_off                                            ,34   ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,F6_on                                             ,41   ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,F6_pulses                                         ,55   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FM1_Abs                                           ,172  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FM1_biogas                                        ,150  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM1_biogas_day                                    ,158  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM1_counts                                        ,0    ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM2_Abs                                           ,173  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FM2_biogas                                        ,151  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM2_biogas_day                                    ,159  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM2_counts                                        ,2    ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM3_Abs                                           ,174  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FM3_biogas                                        ,152  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM3_biogas_day                                    ,160  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM3_counts                                        ,3    ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM4_Abs                                           ,175  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FM4_biogas                                        ,153  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM4_biogas_day                                    ,161  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM4_counts                                        ,4    ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM5_Abs                                           ,176  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FM5_biogas                                        ,154  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM5_biogas_day                                    ,162  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM5_counts                                        ,5    ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM6_Abs                                           ,177  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FM6_biogas                                        ,155  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM6_biogas_day                                    ,163  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FM6_counts                                        ,6    ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Quarter                                           ,89   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,R1_off                                            ,126  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R1_on                                             ,118  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R2_off                                            ,127  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R2_on                                             ,119  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R3_off                                            ,128  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R3_on                                             ,120  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R4_off                                            ,129  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R4_on                                             ,121  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R5_off                                            ,130  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R5_on                                             ,122  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R6_off                                            ,131  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,R6_on                                             ,123  ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,sD1txt                                            ,90   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,sD2txt                                            ,91   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,sD3txt                                            ,92   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,sD4txt                                            ,93   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,sD5txt                                            ,94   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,sD6txt                                            ,95   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Since_midnight                                    ,98   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Biogas1                                    ,99   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,status_Biogas2                                    ,100  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,status_Biogas3                                    ,101  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,status_Biogas4                                    ,102  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,status_Biogas5                                    ,103  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,status_Biogas6                                    ,104  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,status_Data_logging                               ,116  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Feed1                                      ,107  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Feed2                                      ,108  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Feed3                                      ,109  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Feed4                                      ,110  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Feed5                                      ,111  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Feed6                                      ,112  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Probes                                     ,115  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Recirculation                              ,117  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Recirculation1                             ,134  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Recirculation2                             ,135  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Recirculation3                             ,136  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Recirculation4                             ,137  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Recirculation5                             ,138  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,status_Recirculation6                             ,139  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,D1row                                             ,1    ,00000000,00000000,00000000,00000040,0    ,50  
TAG1,D2row                                             ,2    ,00000000,00000000,00000000,00000040,0    ,50  
TAG1,D3row                                             ,3    ,00000000,00000000,00000000,00000040,0    ,50  
TAG1,D4row                                             ,4    ,00000000,00000000,00000000,00000040,0    ,50  
TAG1,D5row                                             ,5    ,00000000,00000000,00000000,00000040,0    ,50  
TAG1,D6row                                             ,6    ,00000000,00000000,00000000,00000040,0    ,50  
TAG1,Date                                              ,9    ,00000000,00000000,00000000,00000040,0    ,10  
TAG1,sD1_pH                                            ,10   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD1_Temp                                          ,11   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD2_pH                                            ,12   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD2_Temp                                          ,13   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD3_pH                                            ,14   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD3_Temp                                          ,15   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD4_pH                                            ,16   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD4_Temp                                          ,17   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD5_pH                                            ,18   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD5_Temp                                          ,19   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD6_pH                                            ,20   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sD6_Temp                                          ,21   ,00000000,00000000,00000000,00000040,0    ,4   
TAG1,sFM1_counts                                       ,28   ,00000000,00000000,00000000,00000040,0    ,3   
TAG1,sFM2_counts                                       ,29   ,00000000,00000000,00000000,00000040,0    ,3   
TAG1,sFM3_counts                                       ,30   ,00000000,00000000,00000000,00000040,0    ,3   
TAG1,sFM4_counts                                       ,31   ,00000000,00000000,00000000,00000040,0    ,3   
TAG1,sFM5_counts                                       ,32   ,00000000,00000000,00000000,00000040,0    ,3   
TAG1,sFM6_counts                                       ,33   ,00000000,00000000,00000000,00000040,0    ,3   
TAG1,Time                                              ,37   ,00000000,00000000,00000000,00000040,0    ,8   
TAG1,D1txt                                             ,0    ,00000000,00000000,00000000,00040000,0    ,1024
TAG1,D2txt                                             ,1    ,00000000,00000000,00000000,00040000,0    ,1024
TAG1,D3txt                                             ,2    ,00000000,00000000,00000000,00040000,0    ,1024
TAG1,D4txt                                             ,3    ,00000000,00000000,00000000,00040000,0    ,1024
TAG1,D5txt                                             ,4    ,00000000,00000000,00000000,00040000,0    ,1024
TAG1,D6txt                                             ,5    ,00000000,00000000,00000000,00040000,0    ,1024
